FECHA,GRAVEDAD,ORIGEN_ICAO,DESTINO_ICAO,COMPAÑIA,ID_VUELO,HORA_PROGRAMADA,RETRASO_MIN,ORIGEN
26/12/2025,2,LEBL,EBBR,Vueling,VY8980,06:45,46,Barcelona
26/12/2025,0,LEBL,LPPT,TAP - Air Portugal,TP1041,06:45,15,Barcelona
26/12/2025,0,LEBL,LSZH,Swiss,LX1951,06:45,10,Barcelona
26/12/2025,0,LEBL,EDDM,Vueling,VY1812,06:50,17,Barcelona
26/12/2025,0,LEBL,LIPZ,Vueling,VY6400,06:50,15,Barcelona
26/12/2025,0,LEBL,EDDB,Vueling,VY1882,06:55,15,Barcelona
26/12/2025,1,LEBL,LEMH,Vueling,VY3710,07:00,34,Barcelona
26/12/2025,0,LEBL,LEMG,Vueling,VY2115,07:00,18,Barcelona
26/12/2025,0,LEBL,EGKK,Vueling,VY7822,07:00,14,Barcelona
26/12/2025,1,LEBL,LFPG,Vueling,VY8242,07:00,33,Barcelona
26/12/2025,1,LEBL,LSZH,Vueling,VY6246,07:00,21,Barcelona
26/12/2025,0,LEBL,LEMD,Iberia,IB426,07:00,16,Barcelona
26/12/2025,2,LEBL,GCLP,Vueling,VY3000,07:00,48,Barcelona
26/12/2025,0,LEBL,LEBB,Vueling,VY1420,07:00,2,Barcelona
26/12/2025,0,LEBL,LFMN,Vueling,VY1515,07:00,12,Barcelona
26/12/2025,0,LEBL,LFPG,Air France,AF1449,06:00,15,Barcelona
26/12/2025,3,LEBL,EHAM,KLM Royal Dutch Airlines,KL1510,06:00,360,Barcelona
26/12/2025,1,LEBL,EDDL,Vueling,VY1896,06:10,32,Barcelona
26/12/2025,0,LEBL,LSGG,easyJet,U27105,06:10,8,Barcelona
26/12/2025,0,LEBL,LIPE,Vueling,VY6524,06:20,7,Barcelona
26/12/2025,0,LEBL,LIRF,Alitalia,AZ75,06:20,15,Barcelona
26/12/2025,1,LEBL,GCRR,Vueling,VY2473,06:20,31,Barcelona
26/12/2025,1,LEBL,LEAL,Vueling,VY1300,06:25,33,Barcelona
26/12/2025,0,LEBL,EDDS,Vueling,VY1868,06:30,7,Barcelona
26/12/2025,0,LEBL,LFLL,Vueling,VY1220,06:30,16,Barcelona
26/12/2025,0,LEBL,LSGG,Vueling,VY6200,06:35,9,Barcelona
26/12/2025,0,LEBL,LECO,Vueling,VY1290,06:40,9,Barcelona
26/12/2025,1,LEBL,EGLL,British Airways,BA493,06:40,23,Barcelona
26/12/2025,0,LEBL,LSZH,Swiss,LX1951,06:45,10,Barcelona
26/12/2025,0,LEBL,LPPT,TAP - Air Portugal,TP1041,06:45,15,Barcelona
26/12/2025,2,LEBL,EBBR,Vueling,VY8980,06:45,46,Barcelona
26/12/2025,0,LEBL,EDDM,Vueling,VY1812,06:50,17,Barcelona
26/12/2025,0,LEBL,LIPZ,Vueling,VY6400,06:50,15,Barcelona
26/12/2025,0,LEBL,EDDB,Vueling,VY1882,06:55,15,Barcelona
26/12/2025,1,LEBL,LFPG,Vueling,VY8242,07:00,33,Barcelona
26/12/2025,0,LEBL,LFMN,Vueling,VY1515,07:00,12,Barcelona
26/12/2025,0,LEBL,LEBB,Vueling,VY1420,07:00,2,Barcelona
26/12/2025,1,LEBL,LEMH,Vueling,VY3710,07:00,34,Barcelona
26/12/2025,1,LEBL,LSZH,Vueling,VY6246,07:00,21,Barcelona
26/12/2025,0,LEBL,LEMD,Iberia,IB426,07:00,16,Barcelona
26/12/2025,2,LEBL,GCLP,Vueling,VY3000,07:00,48,Barcelona
26/12/2025,0,LEBL,LEMG,Vueling,VY2115,07:00,18,Barcelona
26/12/2025,0,LEBL,EGKK,Vueling,VY7822,07:00,14,Barcelona
26/12/2025,0,LEBL,EKCH,Vueling,VY1870,07:10,19,Barcelona
26/12/2025,1,LEBL,LEZL,Vueling,VY2210,07:10,27,Barcelona
26/12/2025,0,LEBL,LEMD,Iberia,IB428,08:00,15,Barcelona
26/12/2025,0,LEBL,LEST,Vueling,VY1668,08:00,13,Barcelona
26/12/2025,0,LEBL,EIDW,Ryanair,FR3976,08:00,18,Barcelona
26/12/2025,1,LEBL,ESSA,Norwegian Air International,D85502,08:00,20,Barcelona
26/12/2025,0,LEBL,LEIB,Vueling,VY3502,08:05,12,Barcelona
26/12/2025,0,LEBL,GMME,Ryanair,FR3185,08:10,15,Barcelona
26/12/2025,0,LEBL,SAEZ,Iberia,IB2603,08:15,17,Barcelona
26/12/2025,0,LEBL,LEPA,Vueling,VY3904,08:20,3,Barcelona
26/12/2025,1,LEBL,LIPY,Volotea Airlines,V71443,08:20,30,Barcelona
26/12/2025,1,LEBL,OTHH,Qatar Airways,QR138,08:35,24,Barcelona
26/12/2025,0,LEBL,LPPR,Vueling,VY8480,08:35,5,Barcelona
26/12/2025,1,LEBL,LSGG,easyJet,U21376,08:40,31,Barcelona
26/12/2025,1,LEBL,LEPA,Air Europa,UX6007,08:40,27,Barcelona
26/12/2025,1,LEBL,LFPO,Transavia France,TO4751,08:45,20,Barcelona
26/12/2025,0,LEBL,LEAL,Vueling,VY1302,09:00,2,Barcelona
26/12/2025,0,LEBL,LEMH,Vueling,VY3712,09:00,9,Barcelona
26/12/2025,1,LEBL,LEZL,Ryanair,FR1165,09:00,28,Barcelona
26/12/2025,0,LEBL,LEBB,Vueling,VY1422,09:05,11,Barcelona
26/12/2025,0,LEBL,LEMG,Vueling,VY2111,09:05,7,Barcelona
26/12/2025,1,LEBL,EPKK,Wizz Air,W62048,09:05,22,Barcelona
26/12/2025,0,LEBL,LEZL,Vueling,VY2212,09:10,4,Barcelona
26/12/2025,1,LEBL,LIMC,easyJet,U23737,09:10,29,Barcelona
26/12/2025,1,LEBL,LIRF,Vueling,VY6102,09:10,23,Barcelona
26/12/2025,3,LEBL,LEMI,Volotea Airlines,V73735,09:10,140,Barcelona
26/12/2025,1,LEBL,LEMD,Iberia,IB404,09:15,36,Barcelona
26/12/2025,1,LEBL,LFPO,Vueling,VY8004,09:25,23,Barcelona
26/12/2025,1,LEBL,LROP,Wizz Air Malta,W43176,09:25,38,Barcelona
26/12/2025,2,LEBL,LATI,Wizz Air Malta,W45088,09:25,48,Barcelona
26/12/2025,0,LEBL,GMMN,Air Arabia Maroc,3O374,09:25,19,Barcelona
26/12/2025,1,LEBL,LHBP,Wizz Air,W62376,09:25,33,Barcelona
26/12/2025,0,LEBL,OMAA,Etihad Airways,EY112,10:00,7,Barcelona
26/12/2025,1,LEBL,LIRF,Wizz Air Malta,W46018,10:00,20,Barcelona
26/12/2025,0,LEBL,EFHK,Finnair,AY1654,10:05,16,Barcelona
26/12/2025,3,LEBL,EHAM,Vueling,VY8309,10:05,107,Barcelona
26/12/2025,2,LEBL,EHAM,Transavia,HV5132,10:05,55,Barcelona
26/12/2025,1,LEBL,EDDV,Vueling,VY1890,10:10,21,Barcelona
26/12/2025,2,LEBL,MMMX,Emirates,EK255,10:10,53,Barcelona
26/12/2025,0,LEBL,EGLL,British Airways,BA473,10:10,13,Barcelona
26/12/2025,1,LEBL,EDDH,Eurowings,EW7521,10:10,31,Barcelona
26/12/2025,2,LEBL,KJFK,Delta Air Lines,DL169,10:15,61,Barcelona
26/12/2025,2,LEBL,LIRQ,Vueling,VY6008,10:15,52,Barcelona
26/12/2025,0,LEBL,LIRF,Vueling,VY6104,10:15,11,Barcelona
26/12/2025,2,LEBL,GCFV,Vueling,VY3014,10:15,58,Barcelona
26/12/2025,0,LEBL,EPWA,Wizz Air,W61476,10:15,19,Barcelona
26/12/2025,2,LEBL,GMTT,Vueling,VY7364,10:20,55,Barcelona
26/12/2025,1,LEBL,GMMX,Ryanair,FR2239,10:20,39,Barcelona
26/12/2025,0,LEBL,ZSPD,China Eastern Airlines,MU250,10:20,16,Barcelona
26/12/2025,2,LEBL,EGCC,easyJet,U22002,10:25,56,Barcelona
26/12/2025,1,LEBL,EGGW,easyJet,U22324,10:25,41,Barcelona
26/12/2025,1,LEBL,KIAD,United Airlines,UA991,10:30,39,Barcelona
26/12/2025,2,LEBL,LFMN,easyJet,U27131,10:30,59,Barcelona
26/12/2025,1,LEBL,LIRN,easyJet,U24212,10:35,41,Barcelona
26/12/2025,4,LEBL,LEMD,Iberia,IB408,10:35,0,Barcelona
26/12/2025,1,LEBL,LIEE,Vueling,VY6164,10:40,32,Barcelona
26/12/2025,2,LEBL,EHRD,Transavia,HV6064,10:40,46,Barcelona
26/12/2025,0,LEBL,LIMC,Vueling,VY6342,10:45,17,Barcelona
26/12/2025,1,LEBL,LEST,Vueling,VY1674,10:50,38,Barcelona
26/12/2025,2,LEBL,EGGD,easyJet,U22704,10:50,53,Barcelona
26/12/2025,1,LEBL,EIDW,Vueling,VY8720,10:50,29,Barcelona
26/12/2025,1,LEBL,EGKK,Vueling,VY7832,10:50,27,Barcelona
26/12/2025,1,LEBL,SBGR,LATAM Airlines Chile,LA8115,12:00,25,Barcelona
26/12/2025,1,LEBL,LEZL,Vueling,VY2214,12:00,28,Barcelona
26/12/2025,1,LEBL,GCLP,Vueling,VY3004,12:00,29,Barcelona
26/12/2025,2,LEBL,EGCC,Jet2,LS804,12:00,63,Barcelona
26/12/2025,2,LEBL,LEGR,Vueling,VY2012,12:10,46,Barcelona
26/12/2025,1,LEBL,LICJ,Vueling,VY6600,12:10,45,Barcelona
26/12/2025,1,LEBL,LTFM,Turkish Airlines,TK1854,12:10,31,Barcelona
26/12/2025,2,LEBL,LEIB,Vueling,VY3504,12:15,60,Barcelona
26/12/2025,1,LEBL,EGKK,easyJet,U28064,12:15,37,Barcelona
26/12/2025,1,LEBL,GCXO,Vueling,VY3212,12:15,28,Barcelona
26/12/2025,1,LEBL,LPPT,Vueling,VY8462,12:15,24,Barcelona
26/12/2025,1,LEBL,LFPG,Air France,AF1349,12:15,32,Barcelona
26/12/2025,1,LEBL,LESO,Vueling,VY2484,12:15,42,Barcelona
26/12/2025,1,LEBL,LPPR,Ryanair,FR4585,12:15,30,Barcelona
26/12/2025,1,LEBL,EBBR,Vueling,VY8986,12:20,33,Barcelona
26/12/2025,1,LEBL,EDDB,Vueling,VY1884,12:25,39,Barcelona
26/12/2025,1,LEBL,LEMH,Vueling,VY3714,12:25,25,Barcelona
26/12/2025,1,LEBL,LIMF,Vueling,VY6514,12:25,45,Barcelona
26/12/2025,1,LEBL,EKCH,Norwegian Air International,D83657,12:30,41,Barcelona
26/12/2025,2,LEBL,KPHL,American Airlines,AA743,12:30,54,Barcelona
26/12/2025,1,LEBL,EGKK,Vueling,VY7826,12:30,38,Barcelona
26/12/2025,1,LEBL,LEPA,Vueling,VY3906,12:35,30,Barcelona
26/12/2025,1,LEBL,LIMC,Vueling,VY6338,12:35,37,Barcelona
26/12/2025,2,LEBL,LPPT,TAP - Air Portugal,TP1033,12:35,46,Barcelona
26/12/2025,2,LEBL,EGLL,British Airways,BA477,12:40,51,Barcelona
26/12/2025,1,LEBL,LEAL,Vueling,VY1304,12:40,27,Barcelona
26/12/2025,2,LEBL,LIRN,Ryanair,FR58,12:45,68,Barcelona
26/12/2025,1,LEBL,LEBB,Vueling,VY1424,12:45,42,Barcelona
26/12/2025,1,LEBL,LTFJ,Pegasus,PC1092,12:45,34,Barcelona
26/12/2025,1,LEBL,GMMN,Royal Air Maroc,AT965,12:45,29,Barcelona
26/12/2025,1,LEBL,EVRA,Air Baltic,BT684,14:05,41,Barcelona
26/12/2025,1,LEBL,LPPD,Azores Airlines,S4507,14:05,23,Barcelona
26/12/2025,0,LEBL,EBBR,Vueling,VY8982,14:05,9,Barcelona
26/12/2025,1,LEBL,LEVT,Volotea Airlines,V73700,14:10,24,Barcelona
26/12/2025,1,LEBL,LTAC,Valuair,VF608,14:15,24,Barcelona
26/12/2025,1,LEBL,LOWW,Ryanair,FR7351,14:20,33,Barcelona
26/12/2025,2,LEBL,LFPO,Transavia France,TO4755,14:20,52,Barcelona
26/12/2025,1,LEBL,LIMC,easyJet,U27153,14:20,35,Barcelona
26/12/2025,0,LEBL,LFPO,Vueling,VY8010,14:20,12,Barcelona
26/12/2025,0,LEBL,LIMC,Vueling,VY6332,14:25,12,Barcelona
26/12/2025,0,LEBL,EGKK,Vueling,VY7828,14:25,18,Barcelona
26/12/2025,1,LEBL,LEIB,Vueling,VY3500,14:30,20,Barcelona
26/12/2025,2,LEBL,LTBJ,SunExpress,XQ895,14:30,52,Barcelona
26/12/2025,0,LEBL,EGLL,British Airways,BA481,14:35,10,Barcelona
26/12/2025,1,LEBL,LPPT,TAP - Air Portugal,TP1035,14:35,28,Barcelona
26/12/2025,0,LEBL,LEZL,Vueling,VY2216,14:35,17,Barcelona
26/12/2025,1,LEBL,EGSS,Ryanair,FR8215,14:35,30,Barcelona
26/12/2025,2,LEBL,LEMG,Vueling,VY2121,14:40,51,Barcelona
26/12/2025,0,LEBL,SKBO,Avianca,AV181,14:40,8,Barcelona
26/12/2025,2,LEBL,LSGG,easyJet,U27107,14:40,69,Barcelona
26/12/2025,2,LEBL,GMMW,Ryanair,FR2233,14:40,59,Barcelona
26/12/2025,1,LEBL,LUKK,Fly One,5F5512,14:50,21,Barcelona
26/12/2025,2,LEBL,LKPR,SmartWings,QS1059,14:55,51,Barcelona
26/12/2025,3,LEBL,LSZH,Swiss,LX1955,14:55,119,Barcelona
26/12/2025,2,LEBL,LIPZ,Ryanair,FR867,14:55,53,Barcelona
26/12/2025,1,LEBL,LFPO,Vueling,VY8012,14:55,40,Barcelona
26/12/2025,1,LEBL,EDDK,Ryanair,FR2507,14:55,28,Barcelona
26/12/2025,1,LEBL,LEPA,Ryanair,FR1342,15:00,25,Barcelona
26/12/2025,0,LEBL,KMIA,Iberia,IB2629,15:05,13,Barcelona
26/12/2025,1,LEBL,EBBR,Brussels Airlines,SN3704,15:05,24,Barcelona
26/12/2025,0,LEBL,LFLL,Vueling,VY1222,16:00,11,Barcelona
26/12/2025,1,LEBL,LFML,Volotea Airlines,V72651,16:00,21,Barcelona
26/12/2025,3,LEBL,EGSS,Ryanair,FR9045,16:05,955,Barcelona
26/12/2025,0,LEBL,LFML,Vueling,VY1508,16:10,14,Barcelona
26/12/2025,1,LEBL,EBBR,Ryanair,FR2925,16:15,26,Barcelona
26/12/2025,2,LEBL,LFBD,Vueling,VY2912,16:15,51,Barcelona
26/12/2025,1,LEBL,EKCH,Norwegian Air International,D85510,16:15,22,Barcelona
26/12/2025,1,LEBL,LIRF,Ryanair,FR6985,16:15,25,Barcelona
26/12/2025,0,LEBL,LRTR,Wizz Air Malta,W43564,16:25,19,Barcelona
26/12/2025,2,LEBL,EGLL,Vueling,VY6652,16:25,63,Barcelona
26/12/2025,0,LEBL,LEMH,Vueling,VY3720,16:25,9,Barcelona
26/12/2025,0,LEBL,LEST,Vueling,VY1676,16:30,6,Barcelona
26/12/2025,0,LEBL,LEAL,Vueling,VY1314,16:30,12,Barcelona
26/12/2025,1,LEBL,LEGR,Vueling,VY2014,16:35,26,Barcelona
26/12/2025,2,LEBL,LEPA,Vueling,VY3914,16:40,65,Barcelona
26/12/2025,3,LEBL,LIRF,Vueling,VY6108,16:40,120,Barcelona
26/12/2025,0,LEBL,LEIB,Ryanair,FR3129,16:45,7,Barcelona
26/12/2025,0,LEBL,GCRR,Vueling,VY2475,16:45,10,Barcelona
26/12/2025,2,LEBL,LIRF,Alitalia,AZ79,16:50,57,Barcelona
26/12/2025,1,LEBL,LGAV,Vueling,VY8102,16:50,45,Barcelona
26/12/2025,3,LEBL,EDDB,easyJet,U27173,16:50,101,Barcelona
26/12/2025,0,LEBL,EKCH,Vueling,VY1872,16:50,17,Barcelona
26/12/2025,0,LEBL,LIPZ,Ryanair,FR878,16:55,14,Barcelona
26/12/2025,1,LEBL,EGLL,British Airways,BA485,17:00,38,Barcelona
26/12/2025,1,LEBL,GCXO,Vueling,VY3208,17:05,38,Barcelona
26/12/2025,0,LEBL,LPPR,Ryanair,FR4587,17:05,8,Barcelona
26/12/2025,0,LEBL,EDDF,Lufthansa,LH1131,17:10,10,Barcelona
26/12/2025,0,LEBL,UGKO,Wizz Air,W67920,17:15,15,Barcelona
26/12/2025,0,LEBL,EGCC,Vueling,VY8748,17:20,7,Barcelona
26/12/2025,0,LEBL,EDDH,Vueling,VY1822,17:20,12,Barcelona
26/12/2025,2,LEBL,LIME,Ryanair,FR6353,18:00,46,Barcelona
26/12/2025,2,LEBL,LEMD,Iberia,IB418,18:00,52,Barcelona
26/12/2025,1,LEBL,EDDL,Vueling,VY1898,18:00,33,Barcelona
26/12/2025,2,LEBL,LIRF,Ryanair,FR6341,18:00,50,Barcelona
26/12/2025,2,LEBL,LPPT,TAP - Air Portugal,TP1037,18:05,49,Barcelona
26/12/2025,1,LEBL,LFST,Vueling,VY8974,18:05,36,Barcelona
26/12/2025,3,LEBL,LFPG,Air France,AF1549,18:05,106,Barcelona
26/12/2025,1,LEBL,LELN,Iberia,IB2470,18:10,45,Barcelona
26/12/2025,1,LEBL,EDDM,Vueling,VY1814,18:10,25,Barcelona
26/12/2025,1,LEBL,EGHI,easyJet,U27205,18:10,33,Barcelona
26/12/2025,2,LEBL,LFPG,Vueling,VY8246,18:10,50,Barcelona
26/12/2025,1,LEBL,LIMC,Vueling,VY6340,18:15,36,Barcelona
26/12/2025,2,LEBL,EDDM,Lufthansa,LH1815,18:20,46,Barcelona
26/12/2025,1,LEBL,LEIB,Vueling,VY3508,18:20,28,Barcelona
26/12/2025,1,LEBL,EHAM,Vueling,VY8312,18:25,32,Barcelona
26/12/2025,1,LEBL,LTFM,Turkish Airlines,TK1856,18:25,31,Barcelona
26/12/2025,1,LEBL,LKPR,Vueling,VY8654,18:25,22,Barcelona
26/12/2025,1,LEBL,GMME,Air Arabia Maroc,3O398,18:30,29,Barcelona
26/12/2025,3,LEBL,LRIA,Wizz Air Malta,W43686,18:30,93,Barcelona
26/12/2025,4,LEBL,KJFK,Iberia,IB2627,18:35,0,Barcelona
26/12/2025,3,LEBL,LIPE,Ryanair,FR2098,18:35,351,Barcelona
26/12/2025,1,LEBL,EPWA,LOT - Polish Airlines,LO438,18:40,21,Barcelona
26/12/2025,2,LEBL,LFSB,easyJet,U27103,18:45,48,Barcelona
26/12/2025,1,LEBL,LEPA,Air Europa,UX6073,18:45,28,Barcelona
26/12/2025,2,LEBL,LGAV,Aegean Airlines,A3713,18:50,67,Barcelona
26/12/2025,1,LEBL,GMFF,Ryanair,FR3189,18:50,37,Barcelona
26/12/2025,0,LEBL,LEGR,Vueling,VY2018,18:55,9,Barcelona
26/12/2025,4,LEBL,LEMD,Iberia,IB420,18:55,0,Barcelona
26/12/2025,1,LEBL,LSGG,Vueling,VY6202,19:00,32,Barcelona
26/12/2025,2,LEBL,EPWA,Wizz Air,W61478,19:00,68,Barcelona
26/12/2025,1,LEBL,GCXO,Vueling,VY3214,20:00,25,Barcelona
26/12/2025,1,LEBL,LEMH,Vueling,VY3724,20:00,27,Barcelona
26/12/2025,0,LEBL,ELLX,Cargolux Airlines International,CV9011,20:00,0,Barcelona
26/12/2025,2,LEBL,LEBB,Vueling,VY1434,20:00,59,Barcelona
26/12/2025,0,LEBL,LMML,Ryanair,FR1527,20:05,19,Barcelona
26/12/2025,1,LEBL,LIPZ,Vueling,VY6404,20:05,36,Barcelona
26/12/2025,1,LEBL,EPKK,Wizz Air,W62096,20:10,32,Barcelona
26/12/2025,2,LEBL,LEZL,Ryanair,FR2402,20:10,81,Barcelona
26/12/2025,0,LEBL,LIME,Ryanair,FR6305,20:10,18,Barcelona
26/12/2025,2,LEBL,EGPH,Ryanair,FR6275,20:10,70,Barcelona
26/12/2025,0,LEBL,LIML,easyJet,U21956,20:15,16,Barcelona
26/12/2025,2,LEBL,LOWW,Wizz Air Malta,W42940,20:20,63,Barcelona
26/12/2025,1,LEBL,LEGR,Vueling,VY2016,20:20,34,Barcelona
26/12/2025,2,LEBL,LFPG,Air France,AF1049,20:20,62,Barcelona
26/12/2025,1,LEBL,LIPE,Vueling,VY6520,20:20,28,Barcelona
26/12/2025,2,LEBL,LFPO,Vueling,VY8008,20:20,65,Barcelona
26/12/2025,0,LEBL,OMDB,Emirates,EK188,20:25,2,Barcelona
26/12/2025,3,LEBL,LPPR,Vueling,VY8478,20:25,114,Barcelona
26/12/2025,0,LEBL,LEMD,Air Europa,UX7708,20:30,7,Barcelona
26/12/2025,1,LEBL,LEZL,Vueling,VY2220,20:30,40,Barcelona
26/12/2025,1,LEBL,RKSI,T'Way Air,TW408,20:30,40,Barcelona
26/12/2025,1,LEBL,LOWW,Austrian Airlines,OS406,20:30,43,Barcelona
26/12/2025,2,LEBL,LIMC,Ryanair,FR7539,20:35,53,Barcelona
26/12/2025,1,LEBL,GMTT,Ryanair,FR8631,20:35,33,Barcelona
26/12/2025,1,LEBL,EYVI,Ryanair,FR1786,20:35,30,Barcelona
26/12/2025,1,LEBL,LYBE,Air Serbia,JU585,20:35,43,Barcelona
26/12/2025,3,LEBL,LEMG,Vueling,VY2127,20:40,158,Barcelona
26/12/2025,2,LEBL,ELLX,Luxair,LG3592,20:40,69,Barcelona
26/12/2025,1,LEBL,EGKK,Vueling,VY7842,20:40,24,Barcelona
26/12/2025,2,LEBL,LHBP,Wizz Air,W62378,20:45,53,Barcelona
26/12/2025,1,LEBL,LEIB,Vueling,VY3512,22:00,25,Barcelona
26/12/2025,1,LEBL,LEPA,Air Europa,UX6103,22:00,37,Barcelona
26/12/2025,2,LEBL,LIPZ,Wizz Air Malta,W46728,22:00,53,Barcelona
26/12/2025,0,LEBL,OTHH,Qatar Airways,QR142,22:15,19,Barcelona
26/12/2025,2,LEBL,EGKK,easyJet,U28060,22:15,65,Barcelona
26/12/2025,2,LEBL,LEPA,Vueling,VY3924,22:30,46,Barcelona
26/12/2025,2,LEBL,LEMG,Ryanair,FR3080,22:30,52,Barcelona
26/12/2025,1,LEBL,LATI,Wizz Air Malta,W45154,22:45,23,Barcelona
26/12/2025,2,LEBL,LEMG,Vueling,VY2125,22:50,55,Barcelona
26/12/2025,0,LEBL,EPGD,Wizz Air,W61706,22:50,13,Barcelona
26/12/2025,1,LEBL,EGSS,Ryanair,FR9814,23:10,31,Barcelona
26/12/2025,1,LEBL,DTTA,Tunisair,TU515,23:20,42,Barcelona
26/12/2025,1,LEBL,SCEL,Iberia,IB2605,23:35,24,Barcelona
27/12/2025,0,LEBL,SAEZ,Iberia,IB2601,01:30,18,Barcelona
27/12/2025,3,LEBL,EGSS,Ryanair,FR8215,05:45,113,Barcelona
27/12/2025,0,LEBL,EIDW,Ryanair,FR3976,05:45,14,Barcelona
27/12/2025,0,LEBL,EGGD,Ryanair,FR3160,05:45,0,Barcelona
27/12/2025,0,LEBL,LFPO,Vueling,VY8020,05:50,16,Barcelona
27/12/2025,0,LEBL,LIME,Ryanair,FR846,06:00,15,Barcelona
27/12/2025,3,LEBL,LFPG,Air France,AF1449,06:00,148,Barcelona
27/12/2025,0,LEBL,EDDL,Vueling,VY1896,06:10,8,Barcelona
27/12/2025,0,LEBL,LSGG,easyJet,U27105,06:10,11,Barcelona
27/12/2025,0,LEBL,LZIB,Ryanair,FR5718,06:10,15,Barcelona
27/12/2025,0,LEBL,LFLL,Vueling,VY1220,06:10,6,Barcelona
27/12/2025,0,LEBL,LPPR,Ryanair,FR4545,06:15,12,Barcelona
27/12/2025,0,LEBL,LIPE,Vueling,VY6524,06:20,3,Barcelona
27/12/2025,0,LEBL,EDDB,easyJet,U27173,06:20,14,Barcelona
27/12/2025,0,LEBL,LEPA,Ryanair,FR1342,06:20,13,Barcelona
27/12/2025,0,LEBL,EDDS,Vueling,VY1868,06:30,6,Barcelona
01/01/2026,1,LEPA,LEBL,Ryanair,FR2494,05:45,30,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR403,05:45,0,Mallorca
01/01/2026,0,LEPA,EDDB,Ryanair,FR111,05:50,15,Mallorca
01/01/2026,1,LEPA,EDSB,Ryanair,FR5183,06:00,30,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR2064,06:20,4,Mallorca
01/01/2026,0,LEPA,LEMD,Iberia,IB1680,06:25,13,Mallorca
01/01/2026,0,LEPA,LEZL,Vueling,VY3940,06:45,19,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3905,06:45,0,Mallorca
01/01/2026,0,LEPA,LEBB,Vueling,VY3945,07:00,8,Mallorca
01/01/2026,0,LEPA,LEIB,Iberia,IB2516,07:00,5,Mallorca
01/01/2026,0,LEPA,LPPT,Vueling,VY3986,07:05,6,Mallorca
01/01/2026,1,LEPA,EDJA,Ryanair,FR9830,07:20,35,Mallorca
01/01/2026,0,LEPA,EDLP,Eurowings,EW6808,07:30,8,Mallorca
01/01/2026,0,LEPA,EDHL,Ryanair,FR6137,07:35,0,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR2052,08:00,7,Mallorca
01/01/2026,0,LEPA,EDDB,Eurowings,EW8591,08:00,12,Mallorca
01/01/2026,0,LEPA,LEVC,Ryanair,FR7215,08:10,0,Mallorca
01/01/2026,0,LEPA,LEIB,Iberia,IB2510,08:20,7,Mallorca
01/01/2026,0,LEPA,EDDL,Eurowings,EW9583,08:25,4,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3901,08:25,0,Mallorca
01/01/2026,0,LEPA,LEZL,Ryanair,FR1304,08:45,0,Mallorca
01/01/2026,0,LEPA,EGSS,Ryanair,FR26,08:50,2,Mallorca
01/01/2026,0,LEPA,LEMH,Iberia,IB2494,08:55,0,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3927,08:55,6,Mallorca
01/01/2026,0,LEPA,LFSB,easyJet,U21002,08:55,0,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR403,05:45,0,Mallorca
01/01/2026,1,LEPA,LEBL,Ryanair,FR2494,05:45,30,Mallorca
01/01/2026,0,LEPA,EDDB,Ryanair,FR111,05:50,15,Mallorca
01/01/2026,1,LEPA,EDSB,Ryanair,FR5183,06:00,30,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR2064,06:20,4,Mallorca
01/01/2026,0,LEPA,LEMD,Iberia,IB1680,06:25,13,Mallorca
01/01/2026,0,LEPA,LEZL,Vueling,VY3940,06:45,19,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3905,06:45,0,Mallorca
01/01/2026,0,LEPA,LEIB,Iberia,IB2516,07:00,5,Mallorca
01/01/2026,0,LEPA,LEBB,Vueling,VY3945,07:00,8,Mallorca
01/01/2026,0,LEPA,LPPT,Vueling,VY3986,07:05,6,Mallorca
01/01/2026,1,LEPA,EDJA,Ryanair,FR9830,07:20,35,Mallorca
01/01/2026,0,LEPA,EDLP,Eurowings,EW6808,07:30,8,Mallorca
01/01/2026,0,LEPA,EDHL,Ryanair,FR6137,07:35,0,Mallorca
01/01/2026,0,LEPA,EDDB,Eurowings,EW8591,08:00,12,Mallorca
01/01/2026,0,LEPA,LEMD,Ryanair,FR2052,08:00,7,Mallorca
01/01/2026,0,LEPA,LEVC,Ryanair,FR7215,08:10,0,Mallorca
01/01/2026,0,LEPA,LEIB,Iberia,IB2510,08:20,7,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3901,08:25,0,Mallorca
01/01/2026,0,LEPA,EDDL,Eurowings,EW9583,08:25,4,Mallorca
01/01/2026,0,LEPA,LEZL,Ryanair,FR1304,08:45,0,Mallorca
01/01/2026,0,LEPA,EGSS,Ryanair,FR26,08:50,2,Mallorca
01/01/2026,0,LEPA,LFSB,easyJet,U21002,08:55,0,Mallorca
01/01/2026,0,LEPA,LEMH,Iberia,IB2494,08:55,0,Mallorca
01/01/2026,0,LEPA,LEBL,Vueling,VY3927,08:55,6,Mallorca
