FECHA,GRAVEDAD,ORIGEN_ICAO,DESTINO_ICAO,COMPAÑIA,ID_VUELO,HORA_PROGRAMADA,RETRASO_MIN,ORIGEN
27/12/2025,0,LEMG,EGHH,Ryanair,FR5954,05:50,4,Málaga
27/12/2025,0,LEMG,LBSF,Ryanair,FR3622,05:55,14,Málaga
27/12/2025,0,LEMG,LROP,Ryanair,FR598,06:00,18,Málaga
27/12/2025,0,LEMG,LPPT,TAP - Air Portugal,TP1139,06:00,0,Málaga
27/12/2025,0,LEMG,ESSA,Ryanair,FR4472,06:05,6,Málaga
27/12/2025,0,LEMG,LFPG,Air France,AF1749,06:05,8,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3209,06:10,5,Málaga
27/12/2025,0,LEMG,LKTB,Ryanair,FR3364,06:25,8,Málaga
27/12/2025,0,LEMG,LEBL,Vueling,VY2110,06:30,7,Málaga
27/12/2025,0,LEMG,GCLP,Vueling,VY3064,06:30,13,Málaga
27/12/2025,0,LEMG,EGKK,Vueling,VY6614,06:50,0,Málaga
27/12/2025,0,LEMG,EKCH,Norwegian Air International,D85070,06:55,5,Málaga
27/12/2025,0,LEMG,ESSA,Norwegian Air International,D85050,07:00,4,Málaga
27/12/2025,0,LEMG,EGSS,Ryanair,FR8169,07:00,16,Málaga
27/12/2025,0,LEMG,EKYT,Norwegian Air International,D85078,07:00,8,Málaga
27/12/2025,0,LEMG,EIDW,Ryanair,FR7045,07:00,10,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2260,07:15,0,Málaga
27/12/2025,0,LEMG,GCXO,Vueling,VY3274,07:15,9,Málaga
27/12/2025,0,LEMG,LEVC,Ryanair,FR638,07:15,3,Málaga
27/12/2025,0,LEMG,LHBP,Ryanair,FR2274,07:15,0,Málaga
27/12/2025,0,LEMG,LEXJ,Ryanair,FR2593,07:35,10,Málaga
27/12/2025,2,LEMG,EHAM,Vueling,VY8365,07:50,89,Málaga
27/12/2025,0,LEMG,GMME,Ryanair,FR5012,07:55,5,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3241,08:00,7,Málaga
27/12/2025,0,LEMG,LIRF,Ryanair,FR6106,08:05,4,Málaga
27/12/2025,0,LEMG,LFML,Ryanair,FR7775,08:25,10,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5042,08:30,30,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2272,08:45,5,Málaga
27/12/2025,0,LEMG,EGSS,Ryanair,FR8163,05:45,7,Málaga
27/12/2025,0,LEMG,EGNV,Ryanair,FR3374,05:45,5,Málaga
27/12/2025,0,LEMG,EGHH,Ryanair,FR5954,05:50,4,Málaga
27/12/2025,0,LEMG,LBSF,Ryanair,FR3622,05:55,14,Málaga
27/12/2025,0,LEMG,LROP,Ryanair,FR598,06:00,18,Málaga
27/12/2025,0,LEMG,LPPT,TAP - Air Portugal,TP1139,06:00,0,Málaga
27/12/2025,0,LEMG,ESSA,Ryanair,FR4472,06:05,6,Málaga
27/12/2025,0,LEMG,LFPG,Air France,AF1749,06:05,8,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3209,06:10,5,Málaga
27/12/2025,0,LEMG,LKTB,Ryanair,FR3364,06:25,8,Málaga
27/12/2025,0,LEMG,LEBL,Vueling,VY2110,06:30,7,Málaga
27/12/2025,0,LEMG,GCLP,Vueling,VY3064,06:30,13,Málaga
27/12/2025,0,LEMG,EGKK,Vueling,VY6614,06:50,0,Málaga
27/12/2025,0,LEMG,EKCH,Norwegian Air International,D85070,06:55,5,Málaga
27/12/2025,0,LEMG,ESSA,Norwegian Air International,D85050,07:00,4,Málaga
27/12/2025,0,LEMG,EGSS,Ryanair,FR8169,07:00,16,Málaga
27/12/2025,0,LEMG,EKYT,Norwegian Air International,D85078,07:00,8,Málaga
27/12/2025,0,LEMG,EIDW,Ryanair,FR7045,07:00,10,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2260,07:15,0,Málaga
27/12/2025,0,LEMG,GCXO,Vueling,VY3274,07:15,9,Málaga
27/12/2025,0,LEMG,LEVC,Ryanair,FR638,07:15,3,Málaga
27/12/2025,0,LEMG,LHBP,Ryanair,FR2274,07:15,0,Málaga
27/12/2025,0,LEMG,LEXJ,Ryanair,FR2593,07:35,10,Málaga
27/12/2025,2,LEMG,EHAM,Vueling,VY8365,07:50,89,Málaga
27/12/2025,0,LEMG,GMME,Ryanair,FR5012,07:55,5,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3241,08:00,7,Málaga
27/12/2025,0,LEMG,LIRF,Ryanair,FR6106,08:05,4,Málaga
27/12/2025,0,LEMG,LFML,Ryanair,FR7775,08:25,10,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5042,08:30,30,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2272,08:45,5,Málaga
27/12/2025,0,LEMG,LPPT,TAP - Air Portugal,TP1139,06:00,0,Málaga
27/12/2025,0,LEMG,LROP,Ryanair,FR598,06:00,18,Málaga
27/12/2025,0,LEMG,ESSA,Ryanair,FR4472,06:05,6,Málaga
27/12/2025,0,LEMG,LFPG,Air France,AF1749,06:05,8,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3209,06:10,5,Málaga
27/12/2025,0,LEMG,LKTB,Ryanair,FR3364,06:25,8,Málaga
27/12/2025,0,LEMG,GCLP,Vueling,VY3064,06:30,13,Málaga
27/12/2025,0,LEMG,LEBL,Vueling,VY2110,06:30,7,Málaga
27/12/2025,0,LEMG,EGKK,Vueling,VY6614,06:50,0,Málaga
27/12/2025,0,LEMG,EKCH,Norwegian Air International,D85070,06:55,5,Málaga
27/12/2025,0,LEMG,ESSA,Norwegian Air International,D85050,07:00,4,Málaga
27/12/2025,0,LEMG,EGSS,Ryanair,FR8169,07:00,16,Málaga
27/12/2025,0,LEMG,EKYT,Norwegian Air International,D85078,07:00,8,Málaga
27/12/2025,0,LEMG,EIDW,Ryanair,FR7045,07:00,10,Málaga
27/12/2025,0,LEMG,LHBP,Ryanair,FR2274,07:15,0,Málaga
27/12/2025,0,LEMG,LEVC,Ryanair,FR638,07:15,3,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2260,07:15,0,Málaga
27/12/2025,0,LEMG,GCXO,Vueling,VY3274,07:15,9,Málaga
27/12/2025,0,LEMG,LEXJ,Ryanair,FR2593,07:35,10,Málaga
27/12/2025,2,LEMG,EHAM,Vueling,VY8365,07:50,89,Málaga
27/12/2025,0,LEMG,GMME,Ryanair,FR5012,07:55,5,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3241,08:00,7,Málaga
27/12/2025,0,LEMG,LIRF,Ryanair,FR6106,08:05,4,Málaga
27/12/2025,0,LEMG,LFML,Ryanair,FR7775,08:25,10,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5042,08:30,30,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2272,08:45,5,Málaga
27/12/2025,1,LEMG,LIPE,Ryanair,FR3913,09:10,29,Málaga
27/12/2025,1,LEMG,LEMD,Iberia,IB528,09:10,41,Málaga
27/12/2025,2,LEMG,LIME,Ryanair,FR3399,09:20,75,Málaga
27/12/2025,0,LEMG,EDDS,Eurowings,EW2537,09:25,12,Málaga
27/12/2025,0,LEMG,EGCC,Ryanair,FR3241,08:00,7,Málaga
27/12/2025,0,LEMG,LIRF,Ryanair,FR6106,08:05,4,Málaga
27/12/2025,0,LEMG,LFML,Ryanair,FR7775,08:25,10,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5042,08:30,30,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2272,08:45,5,Málaga
27/12/2025,1,LEMG,LIPE,Ryanair,FR3913,09:10,29,Málaga
27/12/2025,1,LEMG,LEMD,Iberia,IB528,09:10,41,Málaga
27/12/2025,2,LEMG,LIME,Ryanair,FR3399,09:20,75,Málaga
27/12/2025,0,LEMG,EDDS,Eurowings,EW2537,09:25,12,Málaga
27/12/2025,0,LEMG,GCFV,Vueling,VY3146,09:30,10,Málaga
27/12/2025,1,LEMG,LEBL,Vueling,VY2114,09:35,20,Málaga
27/12/2025,0,LEMG,LDZA,Ryanair,FR600,09:40,9,Málaga
27/12/2025,1,LEMG,ELLX,Luxair,LG666,09:40,27,Málaga
27/12/2025,0,LEMG,EBBR,TUI Airlines Belgium,TB1012,09:50,10,Málaga
27/12/2025,0,LEMG,LFPO,Vueling,VY8172,09:55,15,Málaga
27/12/2025,2,LEMG,EDLV,Ryanair,FR8613,09:55,49,Málaga
27/12/2025,2,LEMG,LIMC,Wizz Air Malta,W46308,09:55,61,Málaga
27/12/2025,1,LEMG,EDDH,Eurowings,EW7537,10:00,28,Málaga
27/12/2025,1,LEMG,LFSB,easyJet,U21006,10:00,21,Málaga
27/12/2025,1,LEMG,LEPA,Ryanair,FR5730,10:05,21,Málaga
27/12/2025,2,LEMG,LKPR,SmartWings,QS1155,10:10,48,Málaga
27/12/2025,1,LEMG,EHAM,Transavia,HV6120,10:10,30,Málaga
27/12/2025,1,LEMG,LIRF,Wizz Air Malta,W46026,10:15,23,Málaga
27/12/2025,1,LEMG,LIMC,easyJet,U23770,10:20,27,Málaga
27/12/2025,0,LEMG,EGNX,Ryanair,FR4459,10:20,13,Málaga
27/12/2025,1,LEMG,LFPO,Transavia France,TO4611,10:25,25,Málaga
27/12/2025,1,LEMG,LOWW,Wizz Air Malta,W42862,10:25,29,Málaga
27/12/2025,0,LEMG,EGGP,Ryanair,FR9863,10:30,12,Málaga
27/12/2025,1,LEMG,EGGD,easyJet,U22714,10:30,22,Málaga
27/12/2025,2,LEMG,EDDB,Eurowings,EW8537,10:35,57,Málaga
27/12/2025,1,LEMG,EDDH,Eurowings,EW7537,10:00,28,Málaga
27/12/2025,1,LEMG,LFSB,easyJet,U21006,10:00,21,Málaga
27/12/2025,1,LEMG,LEPA,Ryanair,FR5730,10:05,21,Málaga
27/12/2025,2,LEMG,LKPR,SmartWings,QS1155,10:10,48,Málaga
27/12/2025,1,LEMG,EHAM,Transavia,HV6120,10:10,30,Málaga
27/12/2025,1,LEMG,LIRF,Wizz Air Malta,W46026,10:15,23,Málaga
27/12/2025,0,LEMG,EGNX,Ryanair,FR4459,10:20,13,Málaga
27/12/2025,1,LEMG,LIMC,easyJet,U23770,10:20,27,Málaga
27/12/2025,1,LEMG,LOWW,Wizz Air Malta,W42862,10:25,29,Málaga
27/12/2025,1,LEMG,LFPO,Transavia France,TO4611,10:25,25,Málaga
27/12/2025,0,LEMG,EGGP,Ryanair,FR9863,10:30,12,Málaga
27/12/2025,1,LEMG,EGGD,easyJet,U22714,10:30,22,Málaga
27/12/2025,2,LEMG,EDDB,Eurowings,EW8537,10:35,57,Málaga
27/12/2025,3,LEMG,EKCH,SAS Scandinavian Airlines,SK584,10:45,178,Málaga
27/12/2025,1,LEMG,LEBL,Ryanair,FR482,10:50,39,Málaga
27/12/2025,1,LEMG,ENZV,Norwegian Air Shuttle,DY1765,10:55,25,Málaga
27/12/2025,3,LEMG,EDDL,Eurowings,EW9537,10:55,101,Málaga
27/12/2025,1,LEMG,EGGP,easyJet,U23368,10:55,42,Málaga
27/12/2025,0,LEMG,EFHK,Finnair,AY1672,11:00,17,Málaga
27/12/2025,2,LEMG,EGKK,Vueling,VY6618,11:00,78,Málaga
27/12/2025,0,LEMG,ESSA,SAS Scandinavian Airlines,SK1804,11:00,14,Málaga
27/12/2025,1,LEMG,EGNT,Jet2,LS558,11:05,20,Málaga
27/12/2025,1,LEMG,EGPH,Ryanair,FR5090,11:10,37,Málaga
27/12/2025,0,LEMG,EHRD,Transavia,HV5022,11:10,17,Málaga
27/12/2025,2,LEMG,EGKK,easyJet,U28070,11:15,60,Málaga
27/12/2025,2,LEMG,EDDW,Ryanair,FR9929,11:15,65,Málaga
27/12/2025,1,LEMG,GCRR,Vueling,VY3140,11:15,24,Málaga
27/12/2025,0,LEMG,EGBB,Jet2,LS1204,11:20,15,Málaga
27/12/2025,1,LEMG,EGCC,Jet2,LS810,11:25,35,Málaga
27/12/2025,1,LEMG,ESSA,SAS Scandinavian Airlines,SK1584,11:25,20,Málaga
27/12/2025,1,LEMG,LPPR,Ryanair,FR5046,12:05,40,Málaga
27/12/2025,1,LEMG,EDDK,Eurowings,EW535,12:05,26,Málaga
27/12/2025,2,LEMG,EIDW,Ryanair,FR7047,12:05,50,Málaga
27/12/2025,1,LEMG,EGNM,Jet2,LS202,12:05,29,Málaga
27/12/2025,1,LEMG,EGPH,easyJet,U23220,12:10,38,Málaga
27/12/2025,2,LEMG,EGKK,British Airways,BA2641,12:10,69,Málaga
27/12/2025,2,LEMG,EDDM,Lufthansa,LH2633,12:10,55,Málaga
27/12/2025,1,LEMG,EICK,Ryanair,FR7736,12:15,45,Málaga
27/12/2025,0,LEMG,EKCH,Norwegian Air International,D83671,12:25,1,Málaga
27/12/2025,3,LEMG,EBCI,Ryanair,FR1915,12:25,113,Málaga
27/12/2025,1,LEMG,EDDF,Lufthansa,LH1149,12:25,32,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5036,12:30,38,Málaga
27/12/2025,1,LEMG,EIDW,Aer Lingus,EI583,12:30,23,Málaga
27/12/2025,1,LEMG,LEBB,Vueling,VY2606,12:35,27,Málaga
27/12/2025,0,LEMG,LTFM,Turkish Airlines,TK1304,12:40,4,Málaga
27/12/2025,1,LEMG,ESSA,Norwegian Air International,D84222,12:45,37,Málaga
27/12/2025,1,LEMG,EGGW,Ryanair,FR6644,12:50,23,Málaga
27/12/2025,1,LEMG,EGLL,British Airways,BA423,12:50,21,Málaga
27/12/2025,0,LEMG,LSZH,Swiss,LX2111,13:00,15,Málaga
27/12/2025,0,LEMG,EPWA,Ryanair,FR6639,13:10,14,Málaga
27/12/2025,2,LEMG,LEBL,Vueling,VY2122,13:10,79,Málaga
27/12/2025,2,LEMG,LEMD,Iberia,IB1004,13:20,55,Málaga
27/12/2025,2,LEMG,EDSB,Ryanair,FR5157,13:20,66,Málaga
27/12/2025,1,LEMG,LFPG,Air France,AF1747,13:20,29,Málaga
27/12/2025,1,LEMG,GMMN,Royal Air Maroc,AT989,13:25,34,Málaga
27/12/2025,1,LEMG,GEML,Iberia,IB2264,13:30,26,Málaga
27/12/2025,1,LEMG,EBBR,Brussels Airlines,SN3734,13:40,27,Málaga
27/12/2025,0,LEMG,LEPA,Vueling,VY3148,13:40,11,Málaga
27/12/2025,1,LEMG,LOWW,Austrian Airlines,OS452,13:40,21,Málaga
27/12/2025,2,LEMG,LSZH,Vueling,VY1258,13:40,56,Málaga
27/12/2025,2,LEMG,LEIB,Ryanair,FR8146,14:00,64,Málaga
27/12/2025,2,LEMG,EGKK,easyJet,U28072,14:10,68,Málaga
27/12/2025,1,LEMG,LEVC,Ryanair,FR681,14:25,20,Málaga
27/12/2025,1,LEMG,ENGM,SAS Scandinavian Airlines,SK4684,14:35,33,Málaga
27/12/2025,0,LEMG,EHEH,Ryanair,FR2575,14:40,12,Málaga
27/12/2025,0,LEMG,GMTN,Ryanair,FR4539,14:40,16,Málaga
27/12/2025,2,LEMG,LPPT,TAP - Air Portugal,TP1137,15:00,89,Málaga
27/12/2025,2,LEMG,EGHQ,Ryanair,FR9448,15:05,52,Málaga
27/12/2025,0,LEMG,EBBR,Vueling,VY2150,15:10,12,Málaga
27/12/2025,0,LEMG,EGSS,Ryanair,FR8179,15:25,18,Málaga
27/12/2025,3,LEMG,LEST,Vueling,VY2655,15:30,139,Málaga
27/12/2025,2,LEMG,EBBR,Brussels Airlines,SN3736,15:30,63,Málaga
27/12/2025,0,LEMG,GEML,Iberia,IB2266,15:30,0,Málaga
27/12/2025,1,LEMG,EBBR,Ryanair,FR2924,15:35,25,Málaga
27/12/2025,1,LEMG,ESGG,Norwegian Air International,D85058,15:40,25,Málaga
27/12/2025,1,LEMG,EGFF,Vueling,VY1260,15:45,23,Málaga
27/12/2025,1,LEMG,LZIB,Ryanair,FR5775,15:50,40,Málaga
27/12/2025,1,LEMG,EKCH,Norwegian Air International,D85074,15:50,20,Málaga
27/12/2025,1,LEMG,ENGM,Norwegian Air Shuttle,DY1801,16:10,27,Málaga
27/12/2025,2,LEMG,GCRR,Ryanair,FR6770,16:10,85,Málaga
27/12/2025,2,LEMG,EDDM,Med-View Airlines,VL1835,16:15,80,Málaga
27/12/2025,1,LEMG,LSZH,Swiss,LX2115,16:20,25,Málaga
27/12/2025,1,LEMG,EGCC,Ryanair,FR3233,16:30,20,Málaga
27/12/2025,1,LEMG,EPKK,Ryanair,FR2588,16:40,41,Málaga
27/12/2025,2,LEMG,GMFF,Ryanair,FR4460,16:40,77,Málaga
27/12/2025,3,LEMG,LEBL,Vueling,VY2116,16:40,187,Málaga
27/12/2025,1,LEMG,EHAM,KLM Royal Dutch Airlines,KL1546,16:40,44,Málaga
27/12/2025,0,LEMG,LFBD,Volotea Airlines,V73842,16:50,14,Málaga
27/12/2025,0,LEMG,EGKK,Vueling,VY6616,16:55,13,Málaga
27/12/2025,2,LEMG,GMTT,Ryanair,FR9587,17:00,83,Málaga
27/12/2025,2,LEMG,GCRR,Ryanair,FR6770,16:10,85,Málaga
27/12/2025,1,LEMG,ENGM,Norwegian Air Shuttle,DY1801,16:10,27,Málaga
27/12/2025,2,LEMG,EDDM,Med-View Airlines,VL1835,16:15,80,Málaga
27/12/2025,1,LEMG,LSZH,Swiss,LX2115,16:20,25,Málaga
27/12/2025,1,LEMG,EGCC,Ryanair,FR3233,16:30,20,Málaga
27/12/2025,1,LEMG,EHAM,KLM Royal Dutch Airlines,KL1546,16:40,44,Málaga
27/12/2025,3,LEMG,LEBL,Vueling,VY2116,16:40,187,Málaga
27/12/2025,2,LEMG,GMFF,Ryanair,FR4460,16:40,77,Málaga
27/12/2025,1,LEMG,EPKK,Ryanair,FR2588,16:40,41,Málaga
27/12/2025,0,LEMG,LFBD,Volotea Airlines,V73842,16:50,14,Málaga
27/12/2025,0,LEMG,EGKK,Vueling,VY6616,16:55,13,Málaga
27/12/2025,2,LEMG,GMTT,Ryanair,FR9587,17:00,83,Málaga
27/12/2025,0,LEMG,LEAS,Volotea Airlines,V73924,17:00,6,Málaga
27/12/2025,1,LEMG,LEMD,Air Europa,UX5050,17:00,44,Málaga
27/12/2025,1,LEMG,EGNM,Ryanair,FR2447,17:10,21,Málaga
27/12/2025,0,LEMG,EHAM,Ryanair,FR2334,17:10,0,Málaga
27/12/2025,0,LEMG,EDDF,Lufthansa,LH1151,17:15,12,Málaga
27/12/2025,3,LEMG,EHAM,easyJet,U27890,17:30,167,Málaga
27/12/2025,0,LEMG,EGLL,British Airways,BA425,17:30,11,Málaga
27/12/2025,0,LEMG,EGLL,Iberia,IB3848,17:30,1,Málaga
27/12/2025,1,LEMG,LEMD,Iberia,IB1006,17:35,25,Málaga
27/12/2025,1,LEMG,LIMC,Ryanair,FR4949,17:35,35,Málaga
27/12/2025,1,LEMG,LTFM,Turkish Airlines,TK1306,17:40,35,Málaga
27/12/2025,3,LEMG,LFPO,Vueling,VY8176,17:40,183,Málaga
27/12/2025,2,LEMG,EFHK,Norwegian Air International,D82883,17:45,72,Málaga
27/12/2025,1,LEMG,LFPG,Air France,AF1729,17:50,31,Málaga
27/12/2025,0,LEMG,GCXO,Vueling,VY3276,17:55,18,Málaga
27/12/2025,0,LEMG,EHEH,Transavia,HV6656,18:00,19,Málaga
27/12/2025,2,LEMG,EDDG,Ryanair,FR3368,18:05,59,Málaga
27/12/2025,2,LEMG,EGSS,Ryanair,FR8165,18:05,60,Málaga
27/12/2025,0,LEMG,EHEH,Transavia,HV6656,18:00,19,Málaga
27/12/2025,2,LEMG,EDDG,Ryanair,FR3368,18:05,59,Málaga
27/12/2025,2,LEMG,EGSS,Ryanair,FR8165,18:05,60,Málaga
27/12/2025,0,LEMG,EBBR,Brussels Airlines,SN1536,18:10,19,Málaga
27/12/2025,0,LEMG,ENGM,Norwegian Air Shuttle,DY1803,18:15,9,Málaga
27/12/2025,0,LEMG,LRCL,Wizz Air Malta,W43416,18:20,15,Málaga
27/12/2025,0,LEMG,LEPA,Vueling,VY3150,18:20,11,Málaga
27/12/2025,1,LEMG,LGAV,Aegean Airlines,A3719,18:25,24,Málaga
27/12/2025,2,LEMG,EGBB,Ryanair,FR2157,18:35,84,Málaga
27/12/2025,0,LEMG,EIDW,Ryanair,FR7055,18:40,16,Málaga
27/12/2025,1,LEMG,GCLP,Vueling,VY3066,18:45,32,Málaga
27/12/2025,0,LEMG,EBBR,Brussels Airlines,SN1538,18:50,18,Málaga
27/12/2025,2,LEMG,EDDB,easyJet,U25106,18:55,77,Málaga
27/12/2025,0,LEMG,EGGP,Jet2,LS3206,18:55,12,Málaga
27/12/2025,1,LEMG,LIRF,Vueling,VY6211,19:00,25,Málaga
27/12/2025,3,LEMG,GMMN,Royal Air Maroc,AT985,19:00,199,Málaga
27/12/2025,1,LEMG,GEML,Iberia,IB2274,19:00,34,Málaga
27/12/2025,1,LEMG,EDDB,Ryanair,FR233,19:00,39,Málaga
27/12/2025,3,LEMG,LEPA,Ryanair,FR5677,19:05,163,Málaga
27/12/2025,2,LEMG,EKCH,Ryanair,FR647,19:10,51,Málaga
27/12/2025,3,LEMG,LFPO,Transavia France,TO4619,19:10,103,Málaga
27/12/2025,3,LEMG,EPWA,Wizz Air,W61336,19:10,108,Málaga
27/12/2025,4,LEMG,EBBR,TUI Airlines Belgium,TB1014,19:15,0,Málaga
27/12/2025,3,LEMG,GMMX,Ryanair,FR6293,19:20,450,Málaga
27/12/2025,2,LEMG,LIME,Ryanair,FR2650,19:20,46,Málaga
27/12/2025,3,LEMG,LFPO,Vueling,VY8174,19:25,123,Málaga
27/12/2025,2,LEMG,EHEH,Transavia,HV6652,19:30,52,Málaga
27/12/2025,2,LEMG,LEBL,Vueling,VY2118,19:30,77,Málaga
27/12/2025,1,LEMG,EHRD,Transavia,HV5024,19:35,40,Málaga
27/12/2025,1,LEMG,LHBP,Ryanair,FR3572,19:35,44,Málaga
27/12/2025,3,LEMG,LPPT,Ryanair,FR3683,20:00,120,Málaga
27/12/2025,2,LEMG,ELLX,Luxair,LG662,20:00,65,Málaga
27/12/2025,3,LEMG,EGGD,Jet2,LS1808,20:05,1597,Málaga
27/12/2025,1,LEMG,ENBR,Norwegian Air Shuttle,DY1753,20:10,45,Málaga
27/12/2025,2,LEMG,EKCH,SAS Scandinavian Airlines,SK588,20:10,47,Málaga
27/12/2025,3,LEMG,EGGW,easyJet,U22338,20:15,96,Málaga
27/12/2025,4,LEMG,EGGD,easyJet,U22716,20:20,0,Málaga
27/12/2025,4,LEMG,EGCC,easyJet,U22022,20:25,0,Málaga
27/12/2025,4,LEMG,ESSA,SAS Scandinavian Airlines,SK1818,20:30,0,Málaga
27/12/2025,4,LEMG,EBBR,Transavia,HV9036,20:30,0,Málaga
27/12/2025,3,LEMG,LKPR,SmartWings,QS1153,20:40,132,Málaga
27/12/2025,3,LEMG,LEBL,Vueling,VY2112,20:45,103,Málaga
27/12/2025,0,LEMG,LEVC,Iberia,IB2382,20:50,0,Málaga
27/12/2025,4,LEMG,LIMC,easyJet,U23772,20:50,0,Málaga
27/12/2025,3,LEMG,EGPF,Jet2,LS134,20:55,1520,Málaga
27/12/2025,1,LEMG,EHAM,Transavia,HV6224,20:55,35,Málaga
27/12/2025,2,LEMG,LEMD,Air Europa,UX5038,21:05,75,Málaga
27/12/2025,3,LEMG,EGCC,easyJet,U22004,21:10,470,Málaga
27/12/2025,2,LEMG,EPWR,Ryanair,FR2581,21:25,82,Málaga
27/12/2025,3,LEMG,LIRP,Ryanair,FR773,21:25,311,Málaga
27/12/2025,3,LEMG,GMMX,Ryanair,FR6287,21:25,336,Málaga
27/12/2025,3,LEMG,LEBB,Volotea Airlines,V73513,21:30,96,Málaga
27/12/2025,4,LEMG,ESGG,SAS Scandinavian Airlines,SK2908,21:30,0,Málaga
27/12/2025,3,LEMG,EDDN,Ryanair,FR5094,21:50,189,Málaga
27/12/2025,4,LEMG,LIRF,Wizz Air Malta,W46114,21:55,0,Málaga
27/12/2025,2,LEMG,EGKK,easyJet,U28076,22:00,72,Málaga
27/12/2025,3,LEMG,GMFF,Ryanair,FR7553,22:25,760,Málaga
27/12/2025,0,LEMG,ESSA,Norwegian Air International,D88572,22:30,0,Málaga
27/12/2025,4,LEMG,EIDW,Aer Lingus,EI589,22:40,0,Málaga
27/12/2025,1,LEMG,EGBB,Ryanair,FR2267,22:45,45,Málaga
27/12/2025,2,LEMG,EGKK,easyJet,U28076,22:00,72,Málaga
27/12/2025,3,LEMG,GMFF,Ryanair,FR7553,22:25,760,Málaga
27/12/2025,0,LEMG,ESSA,Norwegian Air International,D88572,22:30,0,Málaga
27/12/2025,4,LEMG,EIDW,Aer Lingus,EI589,22:40,0,Málaga
27/12/2025,1,LEMG,EGBB,Ryanair,FR2267,22:45,45,Málaga
27/12/2025,3,LEMG,LEBL,Ryanair,FR3183,23:00,182,Málaga
28/12/2025,1,LEMG,EFHK,Finnair,AY1674,00:25,20,Málaga
28/12/2025,0,LEMG,EGNM,Ryanair,FR2447,05:45,10,Málaga
28/12/2025,0,LEMG,LZIB,Ryanair,FR5775,05:45,14,Málaga
28/12/2025,0,LEMG,LPPT,TAP - Air Portugal,TP1139,06:00,12,Málaga
28/12/2025,0,LEMG,EDDB,Ryanair,FR233,06:00,18,Málaga
28/12/2025,1,LEMG,LFPG,Air France,AF1749,06:05,35,Málaga
28/12/2025,1,LEMG,LFML,Ryanair,FR7775,06:10,20,Málaga
28/12/2025,0,LEMG,EIKN,Ryanair,FR8749,06:15,5,Málaga
28/12/2025,0,LEMG,LEIB,Ryanair,FR8146,06:30,5,Málaga
28/12/2025,1,LEMG,LEBL,Vueling,VY2110,06:30,21,Málaga
28/12/2025,0,LEMG,EHAM,Ryanair,FR2334,06:30,8,Málaga
28/12/2025,0,LEMG,LEBB,Vueling,VY2608,06:40,18,Málaga
28/12/2025,1,LEMG,EGKK,Vueling,VY6614,06:50,32,Málaga
28/12/2025,1,LEMG,EKCH,Norwegian Air International,D85070,06:55,29,Málaga
28/12/2025,0,LEMG,LIME,Ryanair,FR4674,07:00,16,Málaga
28/12/2025,0,LEMG,EPWA,Ryanair,FR6639,07:00,5,Málaga
28/12/2025,0,LEMG,EIDW,Ryanair,FR7055,07:00,18,Málaga
28/12/2025,1,LEMG,ESSA,Norwegian Air International,D85050,07:00,20,Málaga
28/12/2025,0,LEMG,LKPD,Ryanair,FR4726,07:05,6,Málaga
28/12/2025,0,LEMG,LFPO,Vueling,VY8172,07:10,17,Málaga
28/12/2025,0,LEMG,GEML,Iberia,IB2260,07:15,3,Málaga
28/12/2025,3,LEMG,GMME,Ryanair,FR5012,07:20,94,Málaga
28/12/2025,0,LEMG,EGGD,Ryanair,FR4122,07:25,16,Málaga
28/12/2025,1,LEMG,EDLV,Ryanair,FR8613,07:35,40,Málaga
26/12/2025,0,LEMG,LPPT,TAP - Air Portugal,TP1139,06:00,1,Málaga
26/12/2025,0,LEMG,LFPG,Air France,AF1749,06:05,17,Málaga
26/12/2025,0,LEMG,ENTO,Norwegian Air International,D85030,06:10,3,Málaga
26/12/2025,3,LEMG,EKCH,Norwegian Air International,D85070,06:25,542,Málaga
26/12/2025,2,LEMG,GCLP,Vueling,VY3064,06:30,62,Málaga
26/12/2025,0,LEMG,LEST,Vueling,VY2655,06:40,17,Málaga
26/12/2025,0,LEMG,LEBL,Vueling,VY2110,06:45,9,Málaga
26/12/2025,2,LEMG,EGKK,Vueling,VY6614,06:50,46,Málaga
26/12/2025,0,LEMG,LEVC,Iberia,IB2382,07:00,4,Málaga
