FECHA / ESTADO,Vuelo,A,SALIDA PROGRAMADA,PARTIDA,LLEGADO,DURACIÓN,Origen,ICAO
"jue, 01. ene  01 ene 10:30 CET  Aterrizado",FR5134 RYR51KG  Ryanair FR/RYR,Liverpool (LPL / EGGP),01 ene 10:30 CET  01 ene 09:30 UTC,01 ene 10:46 CET  16 min tarde,01 ene 12:27 GMT  2 min temprano,2h 40m,Málaga,LEMG
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",FR8163 RYR22FY  Ryanair FR/RYR,London (STN / EGSS),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:55 CET  20 min tarde,01 ene 12:22 GMT  12 min temprano,2h 27m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",TB1002 JAF59V  TUI Airlines Belgium TB/JAF,Antwerp (ANR / EBAW),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:57 CET  17 min tarde,01 ene 13:27 CET  17 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",U22714 EZY36WM  easyJet U2/EZY,Bristol (BRS / EGGD),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:52 CET  12 min tarde,01 ene 12:23 GMT  6 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",U21044 EJU1044  easyJet U2/EZY,Basel (BSL / LFSB),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:50 CET  10 min tarde,01 ene 13:05 CET  14 min temprano,2h 14m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",HV6116 TRA2Y  Transavia HV/TRA,Amsterdam (AMS / EHAM),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 11:33 CET  53 min tarde,01 ene 14:20 CET  35 min tarde,2h 46m,Málaga,LEMG
"jue, 01. ene  01 ene 11:00 CET  Aterrizado",AY1672 FIN1CW  Finnair AY/FIN,Helsinki (HEL / EFHK),01 ene 11:00 CET  01 ene 10:00 UTC,01 ene 12:26 CET  1 h 26 min tarde,01 ene 17:35 EET  55 min tarde,4h 9m,Málaga,LEMG
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",FR9545 RYR25ZQ  Ryanair FR/RYR,Kaunas (KUN / EYKA),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:28 CET  28 min tarde,01 ene 20:29 EET  5 h 4 min tarde,9h,Málaga,LEMG
"jue, 01. ene  01 ene 10:10 CET  Aterrizado",FR2274 RYR5361  Ryanair FR/RYR,Budapest (BUD / LHBP),01 ene 10:10 CET  01 ene 09:10 UTC,01 ene 11:07 CET  57 min tarde,01 ene 14:10 CET  30 min tarde,3h 2m,Málaga,LEMG
"jue, 01. ene  01 ene 10:10 CET  Aterrizado",QS1155 TVS8KV  SmartWings QS/TVS,Prague (PRG / LKPR),01 ene 10:10 CET  01 ene 09:10 UTC,01 ene 10:39 CET  29 min tarde,01 ene 13:32 CET  7 min tarde,2h 53m,Málaga,LEMG
"jue, 01. ene  01 ene 10:15 CET  Aterrizado",W46026 WMT8686  Wizz Air Malta W4/WMT,Rome (FCO / LIRF),01 ene 10:15 CET  01 ene 09:15 UTC,01 ene 10:48 CET  33 min tarde,01 ene 12:56 CET  1 min tarde,2h 8m,Málaga,LEMG
"jue, 01. ene  01 ene 10:15 CET  Aterrizado",FR298 RYR298  Ryanair FR/RYR,Berlin (BER / EDDB),01 ene 10:15 CET  01 ene 09:15 UTC,01 ene 10:34 CET  19 min tarde,01 ene 13:33 CET  11 min temprano,2h 59m,Málaga,LEMG
"jue, 01. ene  01 ene 10:20 CET  Aterrizado",HV9036 TRA96R  Transavia HV/TRA,Brussels (BRU / EBBR),01 ene 10:20 CET  01 ene 09:20 UTC,01 ene 10:37 CET  17 min tarde,01 ene 13:08 CET  1 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 10:20 CET  Aterrizado",TO4611 TVF65XH  Transavia France TO/TVF,Paris (ORY / LFPO),01 ene 10:20 CET  01 ene 09:20 UTC,01 ene 10:59 CET  39 min tarde,01 ene 13:05 CET  10 min tarde,2h 6m,Málaga,LEMG
"jue, 01. ene  01 ene 10:25 CET  Cancelado",U24798 easyJet U2/EZY,Nantes (NTE / LFRS),01 ene 10:25 CET  01 ene 09:25 UTC,,,2h 10m,Málaga,LEMG
"jue, 01. ene  01 ene 10:25 CET  Aterrizado",FR6862 RYR6862  Ryanair FR/RYR,Poznan (POZ / EPPO),01 ene 10:25 CET  01 ene 09:25 UTC,01 ene 11:01 CET  36 min tarde,01 ene 14:10 CET  10 min tarde,3h 9m,Málaga,LEMG
"jue, 01. ene  01 ene 10:30 CET  Aterrizado",FR5134 RYR51KG  Ryanair FR/RYR,Liverpool (LPL / EGGP),01 ene 10:30 CET  01 ene 09:30 UTC,01 ene 10:46 CET  16 min tarde,01 ene 12:27 GMT  2 min temprano,2h 40m,Málaga,LEMG
"jue, 01. ene  01 ene 10:30 CET  Aterrizado",U23770 EJU16LT  easyJet U2/EZY,Milan (MXP / LIMC),01 ene 10:30 CET  01 ene 09:30 UTC,01 ene 11:42 CET  1 h 12 min tarde,01 ene 13:40 CET  35 min tarde,1h 58m,Málaga,LEMG
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",FR8163 RYR22FY  Ryanair FR/RYR,London (STN / EGSS),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:55 CET  20 min tarde,01 ene 12:22 GMT  12 min temprano,2h 27m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",U22714 EZY36WM  easyJet U2/EZY,Bristol (BRS / EGGD),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:52 CET  12 min tarde,01 ene 12:23 GMT  6 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",U21044 EJU1044  easyJet U2/EZY,Basel (BSL / LFSB),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:50 CET  10 min tarde,01 ene 13:05 CET  14 min temprano,2h 14m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",HV6116 TRA2Y  Transavia HV/TRA,Amsterdam (AMS / EHAM),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 11:33 CET  53 min tarde,01 ene 14:20 CET  35 min tarde,2h 46m,Málaga,LEMG
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",TB1002 JAF59V  TUI Airlines Belgium TB/JAF,Antwerp (ANR / EBAW),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:57 CET  17 min tarde,01 ene 13:27 CET  17 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 11:00 CET  Aterrizado",AY1672 FIN1CW  Finnair AY/FIN,Helsinki (HEL / EFHK),01 ene 11:00 CET  01 ene 10:00 UTC,01 ene 12:26 CET  1 h 26 min tarde,01 ene 17:35 EET  55 min tarde,4h 9m,Málaga,LEMG
"jue, 01. ene  01 ene 11:05 CET  Aterrizado",FR647 RYR45SM  Ryanair FR/RYR,Copenhagen (CPH / EKCH),01 ene 11:05 CET  01 ene 10:05 UTC,01 ene 11:31 CET  26 min tarde,01 ene 14:47 CET  2 min temprano,3h 16m,Málaga,LEMG
"jue, 01. ene  01 ene 11:05 CET  Aterrizado",U23368 EZY41NW  easyJet U2/EZY,Liverpool (LPL / EGGP),01 ene 11:05 CET  01 ene 10:05 UTC,01 ene 11:14 CET  9 min tarde,01 ene 12:58 GMT  16 min temprano,2h 43m,Málaga,LEMG
"jue, 01. ene  01 ene 11:10 CET  Aterrizado",V72919 VOE1ZG  Volotea Airlines V7/VOE,Lyon (LYS / LFLL),01 ene 11:10 CET  01 ene 10:10 UTC,01 ene 12:03 CET  53 min tarde,01 ene 13:53 CET  28 min tarde,1h 49m,Málaga,LEMG
"jue, 01. ene  01 ene 11:10 CET  Aterrizado",SK4684 SAS46B  SAS Scandinavian Airlines SK/SAS,Oslo (OSL / ENGM),01 ene 11:10 CET  01 ene 10:10 UTC,01 ene 11:22 CET  12 min tarde,01 ene 15:12 CET  2 min temprano,3h 49m,Málaga,LEMG
"jue, 01. ene  01 ene 11:10 CET  Aterrizado",HV5026 TRA5026  Transavia HV/TRA,Rotterdam (RTM / EHRD),01 ene 11:10 CET  01 ene 10:10 UTC,01 ene 11:29 CET  19 min tarde,01 ene 14:03 CET  1 min temprano,2h 33m,Málaga,LEMG
"jue, 01. ene  01 ene 11:15 CET  Aterrizado",VY3140 VLG7QH  Vueling VY/VLG,Lanzarote (ACE / GCRR),01 ene 11:15 CET  01 ene 10:15 UTC,01 ene 11:20 CET  5 min tarde,01 ene 13:06 CET  28 min temprano,1h 46m,Málaga,LEMG
"jue, 01. ene  01 ene 11:15 CET  Aterrizado",U22004 EZY73NE  easyJet U2/EZY,Manchester (MAN / EGCC),01 ene 11:15 CET  01 ene 10:15 UTC,01 ene 12:20 CET  1 h 5 min tarde,01 ene 14:02 GMT  37 min tarde,2h 42m,Málaga,LEMG
"jue, 01. ene  01 ene 11:15 CET  Aterrizado",U26628 EZY79QA  easyJet U2/EZY,Birmingham (BHX / EGBB),01 ene 11:15 CET  01 ene 10:15 UTC,01 ene 11:54 CET  39 min tarde,01 ene 13:26 GMT  16 min tarde,2h 32m,Málaga,LEMG
"jue, 01. ene  01 ene 11:15 CET  Aterrizado",U28070 EZY72GM  easyJet U2/EZY,London (LGW / EGKK),01 ene 11:15 CET  01 ene 10:15 UTC,01 ene 12:01 CET  46 min tarde,01 ene 13:26 GMT  16 min tarde,2h 24m,Málaga,LEMG
"jue, 01. ene  01 ene 11:25 CET  Aterrizado",U23104 EZY94QL  easyJet U2/EZY,Glasgow (GLA / EGPF),01 ene 11:25 CET  01 ene 10:25 UTC,01 ene 11:51 CET  26 min tarde,01 ene 12:38 GMT  1 h 16 min temprano,1h 47m,Málaga,LEMG
"jue, 01. ene  01 ene 11:25 CET  Aterrizado",FR5012 RYR5012  Ryanair FR/RYR,Rabat (RBA / GMME),01 ene 11:25 CET  01 ene 10:25 UTC,01 ene 11:57 CET  32 min tarde,01 ene 14:12 UTC+01  1 h 42 min tarde,2h 14m,Málaga,LEMG
"jue, 01. ene  01 ene 11:30 CET  Aterrizado",VY3274 VLG32JK  Vueling VY/VLG,Tenerife (TFN / GCXO),01 ene 11:30 CET  01 ene 10:30 UTC,01 ene 11:46 CET  16 min tarde,01 ene 15:58 WET  2 h 53 min tarde,5h 12m,Málaga,LEMG
"jue, 01. ene  01 ene 11:30 CET  Incógnita",TOM2497 Transavia France TO/TVF,Manchester (MAN / EGCC),01 ene 11:30 CET  01 ene 10:30 UTC,,,3h 5m,Málaga,LEMG
"jue, 01. ene  01 ene 12:00 CET  Aterrizado",EI583 EIN58P  Aer Lingus EI/EIN,Dublin (DUB / EIDW),01 ene 12:00 CET  01 ene 11:00 UTC,01 ene 12:57 CET  57 min tarde,01 ene 14:51 GMT  36 min tarde,2h 53m,Málaga,LEMG
"jue, 01. ene  01 ene 12:05 CET  Aterrizado",U23014 EZY31PY  easyJet U2/EZY,Belfast (BFS / EGAA),01 ene 12:05 CET  01 ene 11:05 UTC,01 ene 12:30 CET  25 min tarde,01 ene 14:43 GMT  18 min tarde,3h 13m,Málaga,LEMG
"jue, 01. ene  01 ene 12:05 CET  Aterrizado",TK1304 THY8ZF  Turkish Airlines TK/THY,Istanbul (IST / LTFM),01 ene 12:05 CET  01 ene 11:05 UTC,01 ene 12:35 CET  30 min tarde,02 ene 03:07 UTC+03  8 h 42 min tarde,12h 31m,Málaga,LEMG
"jue, 01. ene  01 ene 12:10 CET  Aterrizado",FR7045 RYR299B  Ryanair FR/RYR,Dublin (DUB / EIDW),01 ene 12:10 CET  01 ene 11:10 UTC,01 ene 12:43 CET  33 min tarde,01 ene 14:26 GMT  6 min tarde,2h 42m,Málaga,LEMG
"jue, 01. ene  01 ene 12:15 CET  Aterrizado",LH1833 DLH02T  Lufthansa LH/DLH,Munich (MUC / EDDM),01 ene 12:15 CET  01 ene 11:15 UTC,01 ene 12:34 CET  19 min tarde,01 ene 15:06 CET  3 min temprano,2h 31m,Málaga,LEMG
"jue, 01. ene  01 ene 12:15 CET  Aterrizado",U25106 EJU16ND  easyJet U2/EZY,Berlin (BER / EDDB),01 ene 12:15 CET  01 ene 11:15 UTC,01 ene 12:28 CET  13 min tarde,01 ene 15:31 CET  13 min temprano,3h 2m,Málaga,LEMG
"jue, 01. ene  01 ene 12:25 CET  Aterrizado",FR6298 RYR6298  Ryanair FR/RYR,Rome (FCO / LIRF),01 ene 12:25 CET  01 ene 11:25 UTC,01 ene 13:37 CET  1 h 12 min tarde,01 ene 15:34 CET  39 min tarde,1h 57m,Málaga,LEMG
"jue, 01. ene  01 ene 12:25 CET  Aterrizado",D83671 NSZ1KS  Norwegian Air International D8/IBK,Copenhagen (CPH / EKCH),01 ene 12:25 CET  01 ene 11:25 UTC,01 ene 12:41 CET  16 min tarde,01 ene 15:54 CET  10 min temprano,3h 13m,Málaga,LEMG
"jue, 01. ene  01 ene 12:30 CET  Aterrizado",UX5036 AEA21GN  Air Europa UX/AEA,Madrid (MAD / LEMD),01 ene 12:30 CET  01 ene 11:30 UTC,01 ene 12:49 CET  19 min tarde,01 ene 13:35 CET  9 min temprano,46m,Málaga,LEMG
"jue, 01. ene  01 ene 12:30 CET  Aterrizado",BA2641 EFW64C  British Airways BA/BAW,London (LGW / EGKK),01 ene 12:30 CET  01 ene 11:30 UTC,01 ene 12:47 CET  17 min tarde,01 ene 14:07 GMT  17 min temprano,2h 19m,Málaga,LEMG
"jue, 01. ene  01 ene 12:35 CET  Aterrizado",FR2447 RYR82XG  Ryanair FR/RYR,Leeds (LBA / EGNM),01 ene 12:35 CET  01 ene 11:35 UTC,01 ene 13:00 CET  25 min tarde,01 ene 14:46 GMT  6 min tarde,2h 45m,Málaga,LEMG
"jue, 01. ene  01 ene 12:35 CET  Aterrizado",FR91 RYR50SL  Ryanair FR/RYR,Gothenburg (GOT / ESGG),01 ene 12:35 CET  01 ene 11:35 UTC,01 ene 14:06 CET  1 h 31 min tarde,01 ene 17:32 CET  1 h 2 min tarde,3h 25m,Málaga,LEMG
"jue, 01. ene  01 ene 13:00 CET  Aterrizado",LX2111 SWR5KV  Swiss LX/SWR,Zurich (ZRH / LSZH),01 ene 13:00 CET  01 ene 12:00 UTC,01 ene 13:27 CET  27 min tarde,01 ene 15:33 CET  6 min temprano,2h 6m,Málaga,LEMG
"jue, 01. ene  01 ene 13:05 CET  Aterrizado",FR2157 RYR49WT  Ryanair FR/RYR,Birmingham (BHX / EGBB),01 ene 13:05 CET  01 ene 12:05 UTC,01 ene 13:21 CET  16 min tarde,01 ene 14:52 GMT  12 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 13:10 CET  Aterrizado",VY2122 VLG1RN  Vueling VY/VLG,Barcelona (BCN / LEBL),01 ene 13:10 CET  01 ene 12:10 UTC,01 ene 13:42 CET  32 min tarde,01 ene 14:55 CET  5 min tarde,1h 13m,Málaga,LEMG
"jue, 01. ene  01 ene 13:15 CET  Aterrizado",FR5094 RYR30HH  Ryanair FR/RYR,Nurnberg (NUE / EDDN),01 ene 13:15 CET  01 ene 12:15 UTC,01 ene 13:30 CET  15 min tarde,01 ene 16:00 CET  14 min temprano,2h 30m,Málaga,LEMG
"jue, 01. ene  01 ene 13:20 CET  Aterrizado",AF1747 AFR79FK  Air France AF/AFR,Paris (CDG / LFPG),01 ene 13:20 CET  01 ene 12:20 UTC,01 ene 13:53 CET  33 min tarde,01 ene 16:05 CET  5 min tarde,2h 12m,Málaga,LEMG
"jue, 01. ene  01 ene 13:20 CET  Aterrizado",IB1004 ANE31VM  Iberia IB/IBE,Madrid (MAD / LEMD),01 ene 13:20 CET  01 ene 12:20 UTC,01 ene 13:39 CET  19 min tarde,01 ene 14:23 CET  16 min temprano,44m,Málaga,LEMG
"jue, 01. ene  01 ene 13:25 CET  Aterrizado",FR8146 RYR3WM  Ryanair FR/RYR,Ibiza (IBZ / LEIB),01 ene 13:25 CET  01 ene 12:25 UTC,01 ene 13:57 CET  32 min tarde,01 ene 14:47 CET  2 min tarde,50m,Málaga,LEMG
"jue, 01. ene  01 ene 13:25 CET  Aterrizado",AT989 RAM989  Royal Air Maroc AT/RAM,Casablanca (CMN / GMMN),01 ene 13:25 CET  01 ene 12:25 UTC,01 ene 13:43 CET  18 min tarde,01 ene 17:45 UTC+01  3 h 5 min tarde,4h 2m,Málaga,LEMG
"jue, 01. ene  01 ene 13:25 CET  Aterrizado",FR5503 RYR56SG  Ryanair FR/RYR,Kaunas (KUN / EYKA),01 ene 13:25 CET  01 ene 12:25 UTC,01 ene 13:51 CET  26 min tarde,02 ene 00:22 EET  5 h 32 min tarde,9h 31m,Málaga,LEMG
"jue, 01. ene  01 ene 13:30 CET  Aterrizado",VY2655 VLG2655  Vueling VY/VLG,Santiago (SCQ / LEST),01 ene 13:30 CET  01 ene 12:30 UTC,01 ene 13:40 CET  10 min tarde,01 ene 15:00 CET  14 min temprano,1h 19m,Málaga,LEMG
"jue, 01. ene  01 ene 13:30 CET  Aterrizado",VY3150 VLG3UR  Vueling VY/VLG,Palma de Mallorca (PMI / LEPA),01 ene 13:30 CET  01 ene 12:30 UTC,01 ene 13:45 CET  15 min tarde,01 ene 21:49 CET  6 h 49 min tarde,8h 4m,Málaga,LEMG
"jue, 01. ene  01 ene 13:30 CET  Aterrizado",IB2264 ANE03LH  Iberia IB/IBE,Melilla (MLN / GEML),01 ene 13:30 CET  01 ene 12:30 UTC,01 ene 13:37 CET  7 min tarde,01 ene 14:26 CET  3 min temprano,49m,Málaga,LEMG
"jue, 01. ene  01 ene 13:35 CET  Aterrizado",U28072 EZY59TE  easyJet U2/EZY,London (LGW / EGKK),01 ene 13:35 CET  01 ene 12:35 UTC,01 ene 13:49 CET  14 min tarde,01 ene 15:11 GMT  13 min temprano,2h 22m,Málaga,LEMG
"jue, 01. ene  01 ene 13:40 CET  Aterrizado",OS452 AUA452  Austrian Airlines OS/AUA,Vienna (VIE / LOWW),01 ene 13:40 CET  01 ene 12:40 UTC,01 ene 13:55 CET  15 min tarde,01 ene 16:36 CET  13 min temprano,2h 40m,Málaga,LEMG
"jue, 01. ene  01 ene 13:45 CET  Aterrizado",TP1137 TAP1137  TAP - Air Portugal TP/TAP,Lisbon (LIS / LPPT),01 ene 13:45 CET  01 ene 12:45 UTC,01 ene 14:24 CET  39 min tarde,01 ene 14:24 WET  9 min tarde,1h,Málaga,LEMG
"jue, 01. ene  01 ene 13:50 CET  Aterrizado",FR3209 RYR16SJ  Ryanair FR/RYR,Manchester (MAN / EGCC),01 ene 13:50 CET  01 ene 12:50 UTC,01 ene 14:20 CET  30 min tarde,01 ene 16:00 GMT  5 min tarde,2h 40m,Málaga,LEMG
"jue, 01. ene  01 ene 13:50 CET  Aterrizado",VY3146 VLG79VG  Vueling VY/VLG,Fuerteventura (FUE / GCFV),01 ene 13:50 CET  01 ene 12:50 UTC,01 ene 14:03 CET  13 min tarde,01 ene 15:02 WET  7 min temprano,1h 58m,Málaga,LEMG
"jue, 01. ene  01 ene 13:55 CET  Aterrizado",D85052 NSZ5052  Norwegian Air International D8/IBK,Stockholm (ARN / ESSA),01 ene 13:55 CET  01 ene 12:55 UTC,01 ene 14:09 CET  14 min tarde,01 ene 18:37 CET  22 min tarde,4h 27m,Málaga,LEMG
"jue, 01. ene  01 ene 14:10 CET  Aterrizado",BA8488 CFE4MW  British Airways BA/BAW,London (LCY / EGLC),01 ene 14:10 CET  01 ene 13:10 UTC,01 ene 14:22 CET  12 min tarde,01 ene 16:09 GMT  4 min tarde,2h 47m,Málaga,LEMG
"jue, 01. ene  01 ene 14:15 CET  Aterrizado",FR8122 RYR86PP  Ryanair FR/RYR,Bristol (BRS / EGGD),01 ene 14:15 CET  01 ene 13:15 UTC,01 ene 14:29 CET  14 min tarde,01 ene 16:02 GMT  2 min temprano,2h 33m,Málaga,LEMG
"jue, 01. ene  01 ene 14:15 CET  Aterrizado",FR5677 RYR23AL  Ryanair FR/RYR,Palma de Mallorca (PMI / LEPA),01 ene 14:15 CET  01 ene 13:15 UTC,01 ene 14:39 CET  24 min tarde,02 ene 08:26 CET  16 h 41 min tarde,17h 47m,Málaga,LEMG
"jue, 01. ene  01 ene 14:35 CET  Aterrizado",RK5090 RUK6GF  Air Afrique RK/RKA,Edinburgh (EDI / EGPH),01 ene 14:35 CET  01 ene 13:35 UTC,01 ene 14:47 CET  12 min tarde,01 ene 16:54 GMT  5 min temprano,3h 6m,Málaga,LEMG
"jue, 01. ene  01 ene 14:35 CET  Aterrizado",FR5775 RYR639L  Ryanair FR/RYR,Bratislava (BTS / LZIB),01 ene 14:35 CET  01 ene 13:35 UTC,01 ene 14:43 CET  8 min tarde,01 ene 17:34 CET  15 min temprano,2h 51m,Málaga,LEMG
"jue, 01. ene  01 ene 14:35 CET  Aterrizado",FR3081 RYR3081  Ryanair FR/RYR,Barcelona (BCN / LEBL),01 ene 14:35 CET  01 ene 13:35 UTC,01 ene 15:27 CET  52 min tarde,01 ene 16:40 CET  25 min tarde,1h 13m,Málaga,LEMG
"jue, 01. ene  01 ene 14:40 CET  Aterrizado",VY2118 VLG7JC  Vueling VY/VLG,Barcelona (BCN / LEBL),01 ene 14:40 CET  01 ene 13:40 UTC,01 ene 14:53 CET  13 min tarde,01 ene 16:02 CET  12 min temprano,1h 8m,Málaga,LEMG
"jue, 01. ene  01 ene 14:40 CET  Aterrizado",FR2650 RYR39VF  Ryanair FR/RYR,Milan (BGY / LIME),01 ene 14:40 CET  01 ene 13:40 UTC,01 ene 15:19 CET  39 min tarde,01 ene 17:21 CET  6 min tarde,2h 2m,Málaga,LEMG
"jue, 01. ene  01 ene 14:45 CET  Aterrizado",FR2577 RYR265B  Ryanair FR/RYR,Stockholm (VST / ESOW),01 ene 14:45 CET  01 ene 13:45 UTC,01 ene 15:05 CET  20 min tarde,01 ene 18:57 CET  7 min tarde,3h 51m,Málaga,LEMG
"jue, 01. ene  01 ene 14:50 CET  Aterrizado",SK2908 SAS36E  SAS Scandinavian Airlines SK/SAS,Gothenburg (GOT / ESGG),01 ene 14:50 CET  01 ene 13:50 UTC,01 ene 15:08 CET  18 min tarde,01 ene 18:42 CET  2 min tarde,3h 34m,Málaga,LEMG
"jue, 01. ene  01 ene 14:50 CET  Aterrizado",FR8749 RYR42CH  Ryanair FR/RYR,Knock (NOC / EIKN),01 ene 14:50 CET  01 ene 13:50 UTC,01 ene 17:02 CET  2 h 12 min tarde,01 ene 18:52 GMT  1 h 47 min tarde,2h 50m,Málaga,LEMG
"jue, 01. ene  01 ene 15:20 CET  Aterrizado",BA425 BAW425  British Airways BA/BAW,London (LHR / EGLL),01 ene 15:20 CET  01 ene 14:20 UTC,01 ene 15:39 CET  19 min tarde,01 ene 17:09 GMT  15 min temprano,2h 29m,Málaga,LEMG
"jue, 01. ene  01 ene 15:20 CET  Aterrizado",IB3848 Iberia IB/IBE,London (LHR / EGLL),01 ene 15:20 CET  01 ene 14:20 UTC,01 ene 15:19 CET  a tiempo,01 ene 17:09 GMT  15 min temprano,2h 50m,Málaga,LEMG
"jue, 01. ene  01 ene 15:20 CET  Aterrizado",FR9448 RYR9448  Ryanair FR/RYR,Newquay (NQY / EGHQ),01 ene 15:20 CET  01 ene 14:20 UTC,01 ene 15:32 CET  12 min tarde,01 ene 16:44 GMT  15 min temprano,2h 12m,Málaga,LEMG
"jue, 01. ene  01 ene 15:20 CET  Aterrizado",FR246 RYR4PK  Ryanair FR/RYR,Lodz (LCJ / EPLL),01 ene 15:20 CET  01 ene 14:20 UTC,01 ene 15:57 CET  37 min tarde,01 ene 19:06 CET  1 min tarde,3h 9m,Málaga,LEMG
"jue, 01. ene  01 ene 15:25 CET  Aterrizado",LS810 EXS34NR  Jet2 LS/EXS,Manchester (MAN / EGCC),01 ene 15:25 CET  01 ene 14:25 UTC,01 ene 15:41 CET  16 min tarde,01 ene 17:28 GMT  11 min temprano,2h 46m,Málaga,LEMG
"jue, 01. ene  01 ene 15:30 CET  Aterrizado",SN3736 BEL2YK  Brussels Airlines SN/BEL,Brussels (BRU / EBBR),01 ene 15:30 CET  01 ene 14:30 UTC,01 ene 15:51 CET  21 min tarde,01 ene 18:20 CET  a tiempo,2h 28m,Málaga,LEMG
"jue, 01. ene  01 ene 15:40 CET  Aterrizado",FR9587 RYR2XH  Ryanair FR/RYR,Tangier (TNG / GMTT),01 ene 15:40 CET  01 ene 14:40 UTC,01 ene 15:40 CET  a tiempo,01 ene 16:22 UTC+01  12 min temprano,41m,Málaga,LEMG
"jue, 01. ene  01 ene 15:40 CET  Aterrizado",U21368 EJU54CT  easyJet U2/EZY,Geneva (GVA / LSGG),01 ene 15:40 CET  01 ene 14:40 UTC,01 ene 15:59 CET  19 min tarde,01 ene 17:59 CET  10 min temprano,2h,Málaga,LEMG
"jue, 01. ene  01 ene 15:40 CET  Aterrizado",VY8367 VLG73XP  Vueling VY/VLG,Amsterdam (AMS / EHAM),01 ene 15:40 CET  01 ene 14:40 UTC,01 ene 16:04 CET  24 min tarde,01 ene 18:44 CET  10 min temprano,2h 39m,Málaga,LEMG
"jue, 01. ene  01 ene 15:45 CET  Cancelado",D82885 NSZ2885  Norwegian Air International D8/IBK,Helsinki (HEL / EFHK),01 ene 15:45 CET  01 ene 14:45 UTC,,,4h 45m,Málaga,LEMG
"jue, 01. ene  01 ene 15:50 CET  Aterrizado",D85074 NSZ5074  Norwegian Air International D8/IBK,Copenhagen (CPH / EKCH),01 ene 15:50 CET  01 ene 14:50 UTC,01 ene 16:02 CET  12 min tarde,01 ene 19:23 CET  6 min temprano,3h 20m,Málaga,LEMG
"jue, 01. ene  01 ene 16:05 CET  Aterrizado",FR3241 RYR3241  Ryanair FR/RYR,Manchester (MAN / EGCC),01 ene 16:05 CET  01 ene 15:05 UTC,01 ene 16:39 CET  34 min tarde,01 ene 18:22 GMT  12 min tarde,2h 43m,Málaga,LEMG
"jue, 01. ene  01 ene 16:05 CET  Aterrizado",FR6214 RYR96CD  Ryanair FR/RYR,Poznan (POZ / EPPO),01 ene 16:05 CET  01 ene 15:05 UTC,01 ene 17:00 CET  55 min tarde,01 ene 20:05 CET  20 min tarde,3h 4m,Málaga,LEMG
"jue, 01. ene  01 ene 16:10 CET  Aterrizado",LX2115 SWR262C  Swiss LX/SWR,Zurich (ZRH / LSZH),01 ene 16:10 CET  01 ene 15:10 UTC,01 ene 15:36 CET  33 min temprano,01 ene 18:53 CET  3 min tarde,3h 16m,Málaga,LEMG
"jue, 01. ene  01 ene 16:25 CET  Aterrizado",VY6211 VLG98HJ  Vueling VY/VLG,Rome (FCO / LIRF),01 ene 16:25 CET  01 ene 15:25 UTC,01 ene 16:48 CET  23 min tarde,01 ene 18:55 CET  4 min temprano,2h 7m,Málaga,LEMG
"jue, 01. ene  01 ene 16:30 CET  Aterrizado",IB2276 ANE58VK  Iberia IB/IBE,Melilla (MLN / GEML),01 ene 16:30 CET  01 ene 15:30 UTC,01 ene 16:39 CET  9 min tarde,01 ene 17:12 CET  17 min temprano,33m,Málaga,LEMG
"jue, 01. ene  01 ene 16:55 CET  Aterrizado",VY6616 VLG97WN  Vueling VY/VLG,London (LGW / EGKK),01 ene 16:55 CET  01 ene 15:55 UTC,01 ene 17:31 CET  36 min tarde,01 ene 18:57 GMT  7 min tarde,2h 25m,Málaga,LEMG
